광주 동물보호소,062-571-2808,광주 동물보호소,광주광역시 남구,개+고양이+기타,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,35.222584,126.881745,
광주 동물보호소,062-571-2808,광주 동물보호소,광주광역시 북구,개+고양이+기타,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,35.22293555,126.881646146,
광주 동물보호소,062-571-2808,광주 동물보호소,광주광역시 광산구,개+고양이+기타,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소,35.222584,126.881745,
광주TNR동물병원송정,031-798-7583,광주TNR동물병원송정,경기도 광주시,개+고양이+반려동물,경기도 광주시 경안천로 142 (송정동) 광주TNR동물병원,37.417465330,127.275302725,
광주TNR동물병원초월,031-798-7581,광주TNR동물병원초월,경기도 광주시,개+고양이+반려동물,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,37.415927002,127.275781958,
괴산증평동물보호센터,***********,괴산증평동물보호센터,충청북도 괴산군,개,충청북도 증평군 도안면 입장길 239 (도안면) ,36.846966523,127.608234603,
구례군동물보호센터,061-781-2022,구례군동물보호센터,전라남도 구례군,개,전라남도 구례군 용방면 용방로 64-11  ,35.222416703,127.458780266,
구미시 동물보호센터,054-471-5718,구미시 동물보호센터,경상북도 구미시,개+고양이,경상북도 구미시 해평면 낙동대로 2206  ,36.203413180,128.370496458,
군산유기동물보호센터,063-451-2975,군산유기동물보호센터,전라북도 군산시,개+고양이+기타,전라북도 군산시 대야면 보덕안정길 108-20  ,35.960814865,126.816307954,
금강유역환경청,042-865-0744,금강유역환경청,대전광역시 유성구,앵무새,대전광역시 유성구 대학로 417 (구성동) ,36.372864930,127.374700340,
금강유역환경청,042-865-0744,금강유역환경청,대전광역시 대덕구,앵무새,대전광역시 유성구 대학로 417 (구성동) 금강유역환경청,36.372864930,127.374700340,
금왕동물병원,043-877-0763,금왕동물병원,충청북도 음성군,개,충청북도 음성군 금왕읍 대금로 1498 (금왕읍) 금왕동물병원,36.989208661,127.598482743,
금일동물보호센터,041-634-5400,금일동물보호센터,충청남도 홍성군,개+고양이+기타,충청남도 홍성군 홍동면 충절로 625 (홍동면) ,36.578904745,126.705487855,
김천시 동물보호센터,***********,김천시 동물보호센터,경상북도 김천시,개+고양이+기타,경상북도 김천시 조마로 2128 (양천동) ,36.084043041,128.118882067,
나주유기동물보호센터,061-333-3452,나주유기동물보호센터,전라남도 나주시,개+고양이,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,35.048295,126.781472,
남산동물병원,02-778-7582,남산동물병원,서울특별시 용산구,개+고양이,서울특별시 용산구 후암로 51 (후암동) 1층,37.550403700,126.977075106,
남양주시동물보호센터,031-590-2785,남양주시동물보호센터,경기도 남양주시,개+고양이+기타,경기도 남양주시 경강로163번길 32-27 (이패동) ,37.6089046,127.1918026,
노원반려동물문화센터,02-933-8500,노원반려동물문화센터,서울특별시 노원구,개,서울특별시 노원구 수락산로 258 (상계동  호성빌딩) 1층,37.671351047,127.049962143,
논산시 동물보호센터,041-746-8470,논산시 동물보호센터,충청남도 논산시,개+고양이,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,36.184337,127.057960,
누리동물병원,051-701-7599,누리동물병원,부산광역시 수영구,개+고양이+기타,부산광역시 해운대구 송정2로13번길 46 (송정동) ,35.194808961,129.206317652,
늘푸른동물병원,032-507-0075,늘푸른동물병원,인천광역시 부평구,개+고양이+기타동물,인천광역시 부평구 후정동로 60 (삼산동) ,37.522709653,126.738388227,
단양군유기동물보호소,043-420-2746,단양군유기동물보호소,충청북도 단양군,개+고양이+기타,충청북도 단양군 매포읍 우덕리 910번지,37.017139,128.301287,
담양군 동물보호센터,***********,담양군 동물보호센터,전라남도 담양군,개,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,35.358597268,127.001965613,
당진시동물보호소,041-356-8210,당진시동물보호소,충청남도 당진시,개+고양이,충청남도 당진시 고대면 연동로 30-6 (고대면) ,36.934040283,126.596264241,
대구시수의사회(동산),053-254-3366,대구시수의사회(동산),대구광역시 중구,개+고양이+기타,대구광역시 중구 남성로 서성로 34 (남성로) ,35.86964037,128.587439523,
대구시수의사회(동인),070-4466-1575,대구시수의사회(동인),대구광역시 중구,개+고양이+기타,대구광역시 중구 동인동4가 국채보상로 724 ,35.868390999,128.60968014,
대구시수의사회(삼덕),053-426-1731,대구시수의사회(삼덕),대구광역시 중구,개+고양이+기타,대구광역시 중구 삼덕동1가 달구벌대로 2145 ,35.864857229,128.598401934,
대구시수의사회(원),053-255-8275,대구시수의사회(원),대구광역시 중구,개+고양이+기타,대구광역시 중구 동덕로8길 2 (대봉동) ,35.858496547,128.605454984,
대구유기동물보호협회,053-964-6258,대구유기동물보호협회,대구광역시 북구,개+고양이+기타,대구광역시 동구 금강로 151-13 (금강동) ,35.8638750550,128.7359612047,
대구유기동물보호협회,053-964-6258,대구유기동물보호협회,대구광역시 달서구,개+고양이+기타,대구광역시 동구 금강로 151-13 (금강동) ,35.863872574,128.736049919,
대전동물보호센터,042-825-1118,대전동물보호센터,대전광역시 동구,개+고양이+기타,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,36.362990159,127.286853557,
대전동물보호센터,042-825-1118,대전동물보호센터,대전광역시 중구,개+고양이+기타,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,36.362990159,127.286853557,
대전동물보호센터,042-825-1118,대전동물보호센터,대전광역시 서구,개+고양이+기타,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,36.362990159,127.286853557,
대전동물보호센터,042-825-1118,대전동물보호센터,대전광역시 유성구,개+고양이+기타,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,36.362990159,127.286853557,
대전동물보호센터,042-825-1118,대전동물보호센터,대전광역시 대덕구,개+고양이+기타,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,36.362990159,127.286853557,
대한동물사랑협회,061-755-7547,대한동물사랑협회,전라남도 순천시,개+고양이,전라남도 순천시 상사면 민속마을길 978 (상사면) .,34.926932175,127.409923589,
동물보호관리협회,***********,동물보호관리협회,부산광역시 부산진구,개+고양이+기타,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,35.178922615,128.899758103,
동부동물병원,063-231-2455,동부동물병원,전라북도 전주시,개+고양이+기타,전라북도 전주시 완산구 경원동1가 3-10,35.817059487,127.14807457,
동해시유기동물보호소,033-522-2990,동해시유기동물보호소,강원특별자치도 동해시,개+고양이,강원도 동해시 대동로 159-13 (송정동  동해시유기동물보호소) ,37.484997256,129.119068790,
동행동물병원,053-636-8720,동행동물병원,대구광역시 달성군,개+고양이,대구광역시 달서구 진천로 117 (대천동) 117 118 호,,,
두손너에게,***********,두손너에게,광주광역시 동구,개+고양이+닭,광주광역시 북구 지야길 2 (지야동) ,35.229956821,126.885289751,
둔촌동물병원,02-474-5100,둔촌동물병원,서울특별시 강동구,개+고양이,서울특별시 강동구 양재대로 1385 (성내동) 둔촌동물병원,37.529820,127.136590,
디아크동물종합병원,02-816-7582,디아크동물종합병원,서울특별시 동작구,개+고양이+기타,서울특별시 동작구 장승배기로27길 18 (노량진동) ,37.51168749,126.93903831,
리틀쥬동물의료원,052-268-8884,리틀쥬동물의료원,울산광역시 남구,개+고양이,울산광역시 남구 봉월로 104 (신정동) ,35.541733493,129.306308764,
마산유기동물보호소,055-225-5701,마산유기동물보호소,경상남도 창원시 마산합포회원구,개,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,35.1194213340,128.4682650739,
마포구청,02-3153-8542,마포구청,서울특별시 마포구,개+고양이+토끼+기니피그+페럿+햄스터,서울특별시 마포구 월드컵로 212 (성산동  마포구청) 8층 경제진흥과,37.5663123,126.9020797,
만하농장,055-570-4202,만하농장,경상남도 의령군,개,경상남도 의령군 의령읍 남강로 485-75  ,35.296482557,128.280751412,
멘토동물병원,053-291-7579,멘토동물병원,대구광역시 수성구,개+고양이,대구광역시 수성구 용학로 294 (범물동) 2층,35.821480949,128.640572660,
목포시유기동물보호소,***********,목포시유기동물보호소,전라남도 목포시,개+고양이,전라남도 무안군 삼향읍 석매길 21-3  ,34.85340983,126.430104402,
무안군유기동물보호소,061-450-4059,무안군유기동물보호소,전라남도 무안군,개+고양이+기타,전라남도 무안군 무안읍 면주길 99  ,35.007921638,126.483156842,
무주군,063-320-2829,무주군,전라북도 무주군,개+고양이+기타,전라북도 무주군 적상면 구억로 110-27  ,35.951363208,127.658007525,
미래펫동물병원,052-273-5911,미래펫동물병원,울산광역시 남구,개+고양이,울산광역시 남구 중앙로 218-1 (신정동) ,35.540416309,129.312249549,
민트동물병원,02-707-2235,민트동물병원,서울특별시 용산구,,서울특별시 용산구 원효로 51 (산천동  삼성테마트) 119호,,,
밀양시동물보호센터,***********,밀양시동물보호센터,경상남도 밀양시,개+고양이,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,35.40768428,128.879770197,
박영재동물병원,063-284-7774,박영재동물병원,전라북도 전주시,개+고양이+기타,전라북도 전주시 완산구 전주천서로 111 (서서학동) ,35.810080004,127.149182331,
박창석동물병원,02-6405-7582,박창석동물병원,서울특별시 마포구,개+고양이+토끼+페럿+햄스터+기니피그,서울특별시 마포구 도화길 42 (도화동) ,37.541517149,126.950364461,
반려동물 입양센터,054-716-0211,반려동물 입양센터,경상북도 구미시,개,경상북도 구미시 인동22길 43-4 (진평동) ,,,
반려동물보호센터,043-201-2298,반려동물보호센터,충청북도 청주시,개+고양이+기타,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,36.590336584,127.365419051,
베스트동물병원,032-934-9340,베스트동물병원,인천광역시 강화군,개+고양이+염소+기타축종,인천광역시 강화군 강화읍 강화대로 217 (강화읍  린나이보일러) ,37.73968128,126.505433379,
보령길고양이보호협회,***********,보령길고양이보호협회,충청남도 보령시,고양이,충청남도 보령시 남대천로 91 (대천동) 상가동 201호,36.345830,126.591390,
보성유기동물보호센터,061-853-5405,보성유기동물보호센터,전라남도 보성군,개,전라남도 보성군 노동면 노동천동길 221  ,34.830044004,127.065306247,
봉화군유기동물보호소,054-679-6868,봉화군유기동물보호소,경상북도 봉화군,개,경상북도 봉화군 봉성면 농업인길 24 (봉성면) 봉화군농업기술센터,36.903668173,128.772537713,
부산동구청,051-440-4521,부산동구청,부산광역시 동구,개+고양이+기타,부산광역시 동구 구청로 1 (수정동) ,35.129287877,129.045284351,
부산동물보호센터,051-832-7119,부산동물보호센터,부산광역시 북구,개+새끼고양이+다친고양이+기타,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,35.1514436704,128.9396311465,
부안군 동물보호센터,063-580-4499,부안군 동물보호센터,전라북도 부안군,개+고양이,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,35.665895076,126.735857435,
부천시수의사회,032-323-4999,부천시수의사회,경기도 부천시,개,경기도 부천시 길주로 660 (춘의동) ,37.505128,126.816210,
사단법인 하얀비둘기,051-293-9779,사단법인 하얀비둘기,부산광역시 동구,개+고양이+기타,부산광역시 강서구 제도로 726 (강동동) ,35.171051287,128.87721186,
사랑동물병원,052-273-0075,사랑동물병원,울산광역시 남구,개+고양이,울산광역시 남구 중앙로 165-1 (신정동) ,35.535831807,129.313489602,
사천시 동물보호센터,055-831-3768,사천시 동물보호센터,경상남도 사천시,개+고양이,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,35.037612,128.067331,
산타클라라동물병원,052-244-4296,산타클라라동물병원,울산광역시 중구,개+고양이,울산광역시 중구 다운로 1 (다운동) ,,,
삼산종합동물병원,032-330-0075,삼산종합동물병원,인천광역시 부평구,개+고양이+기타동물,인천광역시 부평구 체육관로 40 (삼산동) ,37.508240231,126.736170429,
삼척시동물보호센터,033-571-2610,삼척시동물보호센터,강원특별자치도 삼척시,개+고양이,강원도 삼척시 미로면 동안로 86-45  ,37.359297145,129.21957696,
상주시 동물보호센터,010-9270-1191,상주시 동물보호센터,경상북도 상주시,개+고양이,경상북도 상주시 청리면 남상주로 1205-59  ,36.343919,128.130880,
서산시 동물보호센터,041-660-2040,서산시 동물보호센터,충청남도 서산시,개+고양이,충청남도 서산시 인지면 무학재1길 99  ,,,
서신동물병원,063-253-2747,서신동물병원,전라북도 전주시,개+고양이+기타,전라북도 전주시 완산구 서신동 831-4,35.832639852,127.109710294,
서천군유기동물보호소,041-950-4390,서천군유기동물보호소,충청남도 서천군,개,충청남도 서천군 마산면 한마로 1189-19 ,36.179524706,126.772387742,
서초동물사랑센터,02-6956-7980,서초동물사랑센터,서울특별시 서초구,개,서울특별시 서초구 양재천로19길 22 (양재동  숨빌딩) 서초동물사랑센터,37.476371629,127.038164987,
성주유기동물보호센터,***********,성주유기동물보호센터,경상북도 성주군,개+고양이,경상북도 성주군 선남면 선노로 522 (선남면) ,35.920956516,128.393817252,
세림동물병원,032-503-0075,세림동물병원,인천광역시 부평구,개+고양이+기타동물,인천광역시 부평구 원적로 392 (산곡동) ,37.503689592,126.709973767,
세인트동물병원,053-744-8285,세인트동물병원,대구광역시 수성구,개+고양이,대구광역시 수성구 청호로 484 (만촌동) ,35.857851506,128.645036004,
세종유기동물보호센터,***********,세종유기동물보호센터,세종특별자치시,개+기타,세종특별자치시  전동면 미륵당1길 188 (전동면) ,36.673696527,127.221157786,
속초시유기동물보호소,033-636-2519,속초시유기동물보호소,강원특별자치도 속초시,개+고양이+기타,강원도 속초시 하도문길 103 (대포동) ,38.168822815,128.597964391,
수원시 동물보호센터,031-228-3557,수원시 동물보호센터,경기도 수원시,개+고양이+기타,경기도 수원시 영통구 광교호수로 234 (하동  수원시 동물보호센터) 하동 40-10,37.28501978,127.078698506,
순창유기동물보호소,063-650-5641,순창유기동물보호소,전라북도 순창군,개,전라북도 순창군 구림면 삭골길 56-1  ,,,
순천시유기동물보호소,061-749-8793,순천시유기동물보호소,전라남도 순천시,개+고양이,전라남도 순천시 승주읍 승주로 628 (승주읍  농업기술센터) 순천시유기동물보호소,35.015996053,127.379013549,
스마일동물병원,052-277-0075,스마일동물병원,울산광역시 남구,개+고양이,울산광역시 남구 대학로 112 (무거동) ,35.544706294,129.260875251,
스타동물병원,031-410-3777,스타동물병원,경기도 안산시,고양이,경기도 안산시 단원구 한양대학로 208 (고잔동) 2층 스타캣츠,37.313576381,126.836753395,
시흥동물누리보호센터,031-310-6945,시흥동물누리보호센터,경기도 시흥시,개+고양이+햄스터+기니피그+페럿,경기도 시흥시 뒷방울길 218 (정왕동) ,37.374427626,126.743080225,
신공항동물병원,032-751-4598,신공항동물병원,인천광역시 중구,개+고양이+기타,인천광역시 중구 운남동로3번길 9 (운남동) ,37.493607492,126.537184779,
신안군유기동물보호소,***********,신안군유기동물보호소,전라남도 신안군,개+고양이+기타,전라남도 무안군 삼향읍 석매길 21-3  ,34.853395626,126.430117924,
신영재동물병원,032-552-0075,신영재동물병원,인천광역시 계양구,개+고양이+기타,인천광역시 계양구 장제로 923 (병방동) ,37.54885786,126.741376855,
아산동물복지지원센터,041-530-6200,아산동물복지지원센터,충청남도 아산시,개,충청남도 아산시 환경공원로 158 (배미동) ,36.800983465,126.977336543,
아프리카동물병원,063-247-8875,아프리카동물병원,전라북도 전주시,개+고양이+기타,전라북도 전주시 덕진구 인후동1가 928-1,35.837468281,127.156646997,
양구군유기동물보호소,033-480-7785,양구군유기동물보호소,강원특별자치도 양구군,개,강원도 양구군 국토정중앙면 삼팔선로 680  유기동물보호소,38.051083,128.046919,
양산시 동물보호센터,055-392-5669,양산시 동물보호센터,경상남도 양산시,개+고양이,경상남도 양산시 동면 석산리 392 양산시농업기술센터,35.324090,129.034170,
양양군유기동물보호소,033-670-2459,양양군유기동물보호소,강원특별자치도 양양군,개+고양이,강원도 양양군 손양면 동막골길 115-35  .,38.020563469,128.643342166,
양평군유기동물보호소,031-770-2337,양평군유기동물보호소,경기도 양평군,개+고양이,경기도 양평군 양평읍 농업기술센터길 59-1  ,37.511199,127.513329,
에이스동물메디컬센터,031-875-8090,에이스동물메디컬센터,경기도 의정부시,고양이,경기도 의정부시 태평로 102-1 (의정부동) ,37.741604880,127.051838467,
열린동물병원,02-3273-0075,열린동물병원,서울특별시 용산구,,서울특별시 용산구 원효로2가 84-10,,,
영광동물보호센터,***********,영광동물보호센터,전라남도 영광군,개+고양이,전라남도 영광군 불갑면 함영로 2755-48  ,0000000000000,00000000000000,
영덕유기동물보호센터,054-730-6286,영덕유기동물보호센터,경상북도 영덕군,개+고양이,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,36.43572989,129.357620501,
영양군유기동물보호소,070-7792-6660,영양군유기동물보호소,경상북도 영양군,개,경상북도 영양군 영양읍 달구터길 85  ,36.594236578,129.064141016,
영월군위탁동물보호소,033-370-2392,영월군위탁동물보호소,강원특별자치도 영월군,개,강원도 영월군 영월읍 덕포우회길 329  ,37.183102730,128.461176193,
영주시 동물보호센터,***********,영주시 동물보호센터,경상북도 영주시,개,경상북도 영주시 장수면 반구로 143 [*미고시] 영주시동물보호센터,36.766578992,128.600891073,
영천유기동물보호센터,054-339-7177,영천유기동물보호센터,경상북도 영천시,개+고양이+기타,경상북도 영천시 천문로 622-13 (오미동  영천시농업기술센터) ,35.990661644,128.926441328,
예산동물보호센터,***********,예산동물보호센터,충청남도 예산군,개+고양이,충청남도 예산군 예산읍 아리랑로 236  지하1층,36.680788,126.852351,
예천군유기동물보호소,054-650-6578,예천군유기동물보호소,경상북도 예천군,개+기타,경상북도 예천군 예천읍 충효로 632-84 (예천읍  유기동물보호소) ,36.674849138,128.47624852,
완주군유기동물보호소,063-290-3220,완주군유기동물보호소,전라북도 완주군,개,전라북도 완주군 용진읍 순지2길 187-6  ,35.941897463,127.190323334,
용인시 동물보호센터,031-324-3463,용인시 동물보호센터,경기도 용인시,개+고양이,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,37.24331386,127.159335344,
우리동물병원,032-566-0075,우리동물병원,인천광역시 서구,,인천광역시 서구 서곶로 349 (연희동) 우리동물병원,,,
우성동물병원,054-382-1357,우성동물병원,대구광역시 군위군,개,대구광역시 군위군 군위읍 중앙1길 17 (군위읍) ,36.230581367,128.566102004,
울릉군농업기술센터,054-790-6284,울릉군농업기술센터,경상북도 울릉군,개+고양이+기타,경상북도 울릉군 울릉읍 신리길 68 (울릉읍  울릉도축장) ,37.460054248,130.87377027,
울산유기동물보호센터,052-238-6113,울산유기동물보호센터,울산광역시 중구,개+고양이,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,35.390890519,129.286001678,
울산유기동물보호센터,052-238-6113,울산유기동물보호센터,울산광역시 남구,개+고양이,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,35.390890519,129.286001678,
울산유기동물보호센터,052-238-6113,울산유기동물보호센터,울산광역시 북구,개+고양이,울산광역시 울주군 온양읍 화산발리로 543  ,35.410291657,129.288511713,
울진군동물보호센터,054-789-6795,울진군동물보호센터,경상북도 울진군,개,경상북도 울진군 울진읍 대흥신림로 916-37  ,37.003429852,129.360592181,
원주유기동물보호센터,033-731-1119,원주유기동물보호센터,강원특별자치도 원주시,개+고양이+기타,강원도 원주시 호저면 칠봉로 110-6 ,37.416318018,127.912860682,
원효동물병원,02-719-7070,원효동물병원,서울특별시 용산구,,서울특별시 용산구 원효로2가 30-4,,,
월드동물병원,041-750-2584,월드동물병원,충청남도 금산군,개+고양이,충청남도 금산군 금산읍 비단로 102  103호,36.108375551,127.484174292,
웰케어 동물병원,02-337-7575,웰케어 동물병원,서울특별시 마포구,개+고양이+토끼+기니피그+페럿+햄스터,서울특별시 마포구 월드컵북로 27 (서교동  이화빌딩) 서교동447-2,37.556875043,126.919088707,
위더스 동물보호센터,031-882-4381,위더스 동물보호센터,경기도 이천시,개+고양이+기타동물,경기도 여주시 여양2로 40 (천송동) ,37.297234713,127.575939826,
유기견임시보호소,033-680-3724,유기견임시보호소,강원특별자치도 고성군,개,강원도 고성군 간성읍 꽃내마루길 53-49  ,38.349676,128.434384,
유기동물및관리협회,051-971-6208,유기동물및관리협회,경상남도 김해시,개+고양이+기타,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,35.1789238775,128.8997598984,
유기동물보호센터,***********,유기동물보호센터,경상북도 안동시,개+고양이,경상북도 안동시 서후면 풍산태사로 3252-29 (서후면) ,36.635989904,128.683831267,
유기동물보호소,061-659-2474,유기동물보호소,전라남도 여수시,개+다친고양이,전라남도 여수시 주동1길 32 (주삼동  여수시농업기술센터) 여수시 유기동물보호소,34.7875755,127.663041626,
의성동물보호센터,***********,의성동물보호센터,경상북도 의성군,개,경상북도 의성군 의성읍 의성사곡로 101  상리리 440-2,36.329262841,128.733169671,
이상윤동물병원,02-792-5455,이상윤동물병원,서울특별시 용산구,,서울특별시 용산구 이촌동 300-23,,,
이태원동물병원,02-794-4945,이태원동물병원,서울특별시 용산구,,서울특별시 용산구 이태원동 531,,,
익산유기동물보호소,063-855-1214,익산유기동물보호소,전라북도 익산시,개+고양이+기타,전라북도 익산시 서동로42길 77 (용제동) 16통 1반,35.936684242,127.00241245,
인월동물병원,063-636-2873,인월동물병원,전라북도 남원시,,전라북도 남원시 인월면 인월로 64  ,,,
인제군유기동물보호소,033-460-2473,인제군유기동물보호소,강원특별자치도 인제군,개+고양이,강원도 인제군 인제읍 비봉로44번길 105  ,,,
인천광역시수의사회,032-515-7567,인천광역시수의사회,인천광역시 미추홀구,개+고양이+기타,인천광역시 계양구 다남로165번길 56 (다남동  유기동물보호소) ,37.566239094,126.719642412,
인천광역시수의사회,032-515-7567,인천광역시수의사회,인천광역시 연수구,개+고양이+기타,인천광역시 계양구 다남로165번길 56 (다남동  유기동물보호소) ,37.566239094,126.719642412,
인천광역시수의사회,032-515-7567,인천광역시수의사회,인천광역시 남동구,개+고양이+기타,인천광역시 계양구 다남로165번길 56 (다남동  유기동물보호소) ,37.566239094,126.719642412,
